date,sunset,season,year,week,radar,sunset_timestamp,closest_file
2012-03-05,2012-03-06 04:08:50,spring,2012,10,KRIW,1331006930,KRIW20120306_041322_V06.gz
2012-03-06,2012-03-07 04:10:03,spring,2012,10,KRIW,1331093403,KRIW20120307_040755_V06.gz
2012-03-07,2012-03-08 04:11:17,spring,2012,10,KRIW,1331179877,KRIW20120308_041302_V06.gz
2012-03-08,2012-03-09 04:12:30,spring,2012,10,KRIW,1331266350,KRIW20120309_041247_V06.gz
2012-03-09,2012-03-10 04:13:43,spring,2012,10,KRIW,1331352823,KRIW20120310_041513_V06.gz
2012-03-10,2012-03-11 04:14:56,spring,2012,10,KRIW,1331439296,KRIW20120311_041644_V06.gz
2012-03-11,2012-03-12 04:16:08,spring,2012,11,KRIW,1331525768,KRIW20120312_041734_V06.gz
2012-03-12,2012-03-13 04:17:21,spring,2012,11,KRIW,1331612241,KRIW20120313_041822_V06.gz
2012-03-13,2012-03-14 04:18:33,spring,2012,11,KRIW,1331698713,KRIW20120314_041906_V06.gz
2012-03-14,2012-03-15 04:19:45,spring,2012,11,KRIW,1331785185,KRIW20120315_041814_V06.gz
2012-03-15,2012-03-16 04:20:56,spring,2012,11,KRIW,1331871656,KRIW20120316_041938_V06.gz
2012-03-16,2012-03-17 04:22:08,spring,2012,11,KRIW,1331958128,KRIW20120317_041916_V06.gz
2012-03-17,2012-03-18 04:23:19,spring,2012,11,KRIW,1332044599,KRIW20120318_042102_V06.gz
2012-03-18,2012-03-19 04:24:30,spring,2012,12,KRIW,1332131070,KRIW20120319_042432_V06.gz
2012-03-19,2012-03-20 04:25:41,spring,2012,12,KRIW,1332217541,KRIW20120320_042723_V06.gz
2012-03-20,2012-03-21 04:26:52,spring,2012,12,KRIW,1332304012,KRIW20120321_042909_V06.gz
2012-03-21,2012-03-22 04:28:03,spring,2012,12,KRIW,1332390483,KRIW20120322_043043_V06.gz
2012-03-22,2012-03-23 04:29:14,spring,2012,12,KRIW,1332476954,KRIW20120323_043124_V06.gz
2012-03-23,2012-03-24 04:30:24,spring,2012,12,KRIW,1332563424,KRIW20120324_043051_V06.gz
2012-03-24,2012-03-25 04:31:35,spring,2012,12,KRIW,1332649895,KRIW20120325_042929_V06.gz
2012-03-25,2012-03-26 04:32:45,spring,2012,13,KRIW,1332736365,KRIW20120326_042804_V06.gz
2012-03-26,2012-03-27 04:33:55,spring,2012,13,KRIW,1332822835,KRIW20120327_043124_V06.gz
2012-03-27,2012-03-28 04:35:05,spring,2012,13,KRIW,1332909305,KRIW20120328_043929_V06.gz
2012-03-28,2012-03-29 04:36:15,spring,2012,13,KRIW,1332995775,KRIW20120329_044004_V06.gz
2012-03-29,2012-03-30 04:37:25,spring,2012,13,KRIW,1333082245,KRIW20120330_044018_V06.gz
2012-03-30,2012-03-31 04:38:35,spring,2012,13,KRIW,1333168715,KRIW20120331_044037_V06.gz
2012-03-31,2012-04-01 04:39:45,spring,2012,13,KRIW,1333255185,KRIW20120401_043902_V06.gz
2012-04-01,2012-04-02 04:40:55,spring,2012,14,KRIW,1333341655,KRIW20120402_044132_V06.gz
2012-04-02,2012-04-03 04:42:05,spring,2012,14,KRIW,1333428125,KRIW20120403_044350_V06.gz
2012-04-03,2012-04-04 04:43:15,spring,2012,14,KRIW,1333514595,KRIW20120404_044335_V06.gz
2012-04-04,2012-04-05 04:44:24,spring,2012,14,KRIW,1333601064,KRIW20120405_044431_V06.gz
2012-04-05,2012-04-06 04:45:34,spring,2012,14,KRIW,1333687534,KRIW20120406_044500_V06.gz
2012-04-06,2012-04-07 04:46:44,spring,2012,14,KRIW,1333774004,KRIW20120407_044606_V06.gz
2012-04-07,2012-04-08 04:47:54,spring,2012,14,KRIW,1333860474,KRIW20120408_044733_V06.gz
2012-04-08,2012-04-09 04:49:04,spring,2012,15,KRIW,1333946944,KRIW20120409_044853_V06.gz
2012-04-09,2012-04-10 04:50:13,spring,2012,15,KRIW,1334033413,KRIW20120410_045237_V06.gz
2012-04-10,2012-04-11 04:51:23,spring,2012,15,KRIW,1334119883,KRIW20120411_045255_V06.gz
2012-04-11,2012-04-12 04:52:33,spring,2012,15,KRIW,1334206353,KRIW20120412_045154_V06.gz
2012-04-12,2012-04-13 04:53:43,spring,2012,15,KRIW,1334292823,KRIW20120413_045329_V06.gz
2012-04-13,2012-04-14 04:54:53,spring,2012,15,KRIW,1334379293,KRIW20120414_045324_V06.gz
2012-04-14,2012-04-15 04:56:02,spring,2012,15,KRIW,1334465762,KRIW20120415_045806_V06.gz
2012-04-15,2012-04-16 04:57:12,spring,2012,16,KRIW,1334552232,KRIW20120416_045639_V06.gz
2012-04-16,2012-04-17 04:58:22,spring,2012,16,KRIW,1334638702,KRIW20120417_045919_V06.gz
2012-04-17,2012-04-18 04:59:32,spring,2012,16,KRIW,1334725172,KRIW20120418_050324_V06.gz
2012-04-18,2012-04-19 05:00:42,spring,2012,16,KRIW,1334811642,KRIW20120419_050333_V06.gz
2012-04-19,2012-04-20 05:01:51,spring,2012,16,KRIW,1334898111,KRIW20120420_050104_V06.gz
2012-04-20,2012-04-21 05:03:01,spring,2012,16,KRIW,1334984581,KRIW20120421_050029_V06.gz
2012-04-21,2012-04-22 05:04:11,spring,2012,16,KRIW,1335071051,KRIW20120422_050759_V06.gz
2012-04-22,2012-04-23 05:05:20,spring,2012,17,KRIW,1335157520,KRIW20120423_050442_V06.gz
2012-04-23,2012-04-24 05:06:30,spring,2012,17,KRIW,1335243990,KRIW20120424_050554_V06.gz
2012-04-24,2012-04-25 05:07:40,spring,2012,17,KRIW,1335330460,KRIW20120425_050806_V06.gz
2012-04-25,2012-04-26 05:08:49,spring,2012,17,KRIW,1335416929,KRIW20120426_051132_V06.gz
2012-04-26,2012-04-27 05:09:59,spring,2012,17,KRIW,1335503399,KRIW20120427_051129_V06.gz
2012-04-27,2012-04-28 05:11:08,spring,2012,17,KRIW,1335589868,KRIW20120428_050932_V06.gz
2012-04-28,2012-04-29 05:12:17,spring,2012,17,KRIW,1335676337,KRIW20120429_051006_V06.gz
2012-04-29,2012-04-30 05:13:26,spring,2012,18,KRIW,1335762806,KRIW20120430_050914_V06.gz
2012-04-30,2012-05-01 05:14:35,spring,2012,18,KRIW,1335849275,KRIW20120501_051922_V06.gz
2012-05-01,2012-05-02 05:15:44,spring,2012,18,KRIW,1335935744,KRIW20120502_050523_V06.gz
2012-05-02,2012-05-03 05:16:52,spring,2012,18,KRIW,1336022212,KRIW20120503_051318_V06.gz
2012-05-03,2012-05-04 05:18:01,spring,2012,18,KRIW,1336108681,KRIW20120504_051704_V06.gz
2012-05-04,2012-05-05 05:19:09,spring,2012,18,KRIW,1336195149,KRIW20120505_052121_V06.gz
2012-05-05,2012-05-06 05:20:17,spring,2012,18,KRIW,1336281617,KRIW20120506_051712_V06.gz
2012-05-06,2012-05-07 05:21:24,spring,2012,19,KRIW,1336368084,KRIW20120507_051845_V06.gz
2012-05-07,2012-05-08 05:22:31,spring,2012,19,KRIW,1336454551,KRIW20120508_051913_V06.gz
2012-05-08,2012-05-09 05:23:38,spring,2012,19,KRIW,1336541018,KRIW20120509_051909_V06.gz
2012-05-09,2012-05-10 05:24:45,spring,2012,19,KRIW,1336627485,KRIW20120510_052548_V06.gz
2012-05-10,2012-05-11 05:25:51,spring,2012,19,KRIW,1336713951,KRIW20120511_052542_V06.gz
2012-05-11,2012-05-12 05:26:56,spring,2012,19,KRIW,1336800416,KRIW20120512_052549_V06.gz
2012-05-12,2012-05-13 05:28:02,spring,2012,19,KRIW,1336886882,KRIW20120513_053206_V06.gz
2012-05-13,2012-05-14 05:29:06,spring,2012,20,KRIW,1336973346,KRIW20120514_053037_V06.gz
2012-05-14,2012-05-15 05:30:10,spring,2012,20,KRIW,1337059810,KRIW20120515_053335_V06.gz
2012-05-15,2012-05-16 05:31:14,spring,2012,20,KRIW,1337146274,KRIW20120516_053119_V06.gz
2012-05-16,2012-05-17 05:32:17,spring,2012,20,KRIW,1337232737,KRIW20120517_053635_V06.gz
2012-05-17,2012-05-18 05:33:19,spring,2012,20,KRIW,1337319199,KRIW20120518_053748_V06.gz
2012-05-18,2012-05-19 05:34:20,spring,2012,20,KRIW,1337405660,KRIW20120519_053300_V06.gz
2012-05-19,2012-05-20 05:35:21,spring,2012,20,KRIW,1337492121,KRIW20120520_053541_V06.gz
2012-05-20,2012-05-21 05:36:21,spring,2012,21,KRIW,1337578581,KRIW20120521_053608_V06.gz
2012-05-21,2012-05-22 05:37:20,spring,2012,21,KRIW,1337665040,KRIW20120522_053540_V06.gz
2012-05-22,2012-05-23 05:38:19,spring,2012,21,KRIW,1337751499,KRIW20120523_053352_V06.gz
2012-05-23,2012-05-24 05:39:16,spring,2012,21,KRIW,1337837956,KRIW20120524_053728_V06.gz
2012-05-24,2012-05-25 05:40:13,spring,2012,21,KRIW,1337924413,KRIW20120525_054031_V06.gz
2012-05-25,2012-05-26 05:41:08,spring,2012,21,KRIW,1338010868,KRIW20120526_053948_V06.gz
2012-05-26,2012-05-27 05:42:02,spring,2012,21,KRIW,1338097322,KRIW20120527_054142_V06.gz
2012-05-27,2012-05-28 05:42:56,spring,2012,22,KRIW,1338183776,KRIW20120528_054321_V06.gz
2012-05-28,2012-05-29 05:43:48,spring,2012,22,KRIW,1338270228,KRIW20120529_054657_V06.gz
2012-05-29,2012-05-30 05:44:39,spring,2012,22,KRIW,1338356679,KRIW20120530_054239_V06.gz
2012-05-30,2012-05-31 05:45:28,spring,2012,22,KRIW,1338443128,KRIW20120531_054324_V06.gz
2012-05-31,2012-06-01 05:46:17,spring,2012,22,KRIW,1338529577,KRIW20120601_054819_V06.gz
2012-06-01,2012-06-02 05:47:04,spring,2012,22,KRIW,1338616024,KRIW20120602_055126_V06.gz
2012-06-02,2012-06-03 05:47:49,spring,2012,22,KRIW,1338702469,KRIW20120603_054751_V06.gz
2012-06-03,2012-06-04 05:48:34,spring,2012,23,KRIW,1338788914,KRIW20120604_054559_V06.gz
2012-06-04,2012-06-05 05:49:16,spring,2012,23,KRIW,1338875356,KRIW20120605_055007_V06.gz
2012-06-05,2012-06-06 05:49:58,spring,2012,23,KRIW,1338961798,KRIW20120606_054829_V06.gz
2012-06-06,2012-06-07 05:50:37,spring,2012,23,KRIW,1339048237,KRIW20120607_055133_V06.gz
2012-06-07,2012-06-08 05:51:15,spring,2012,23,KRIW,1339134675,KRIW20120608_055445_V06.gz
2012-06-08,2012-06-09 05:51:52,spring,2012,23,KRIW,1339221112,KRIW20120609_054913_V06.gz
2012-06-09,2012-06-10 05:52:26,spring,2012,23,KRIW,1339307546,KRIW20120610_055033_V06.gz
2012-06-10,2012-06-11 05:52:59,spring,2012,24,KRIW,1339393979,KRIW20120611_055422_V06.gz
2012-06-11,2012-06-12 05:53:31,spring,2012,24,KRIW,1339480411,KRIW20120612_055721_V06.gz
2012-06-12,2012-06-13 05:54:00,spring,2012,24,KRIW,1339566840,KRIW20120613_055556_V06.gz
2012-06-13,2012-06-14 05:54:28,spring,2012,24,KRIW,1339653268,KRIW20120614_055432_V06.gz
2012-06-14,2012-06-15 05:54:53,spring,2012,24,KRIW,1339739693,
2012-06-15,2012-06-16 05:55:17,spring,2012,24,KRIW,1339826117,
2013-03-01,2013-03-02 04:03:34,spring,2013,9,KRIW,1362197014,KRIW20130302_040016_V06.gz
2013-03-02,2013-03-03 04:04:49,spring,2013,9,KRIW,1362283489,KRIW20130303_040709_V06.gz
2013-03-03,2013-03-04 04:06:03,spring,2013,9,KRIW,1362369963,KRIW20130304_040501_V06.gz
2013-03-04,2013-03-05 04:07:18,spring,2013,9,KRIW,1362456438,KRIW20130305_041106_V06.gz
2013-03-05,2013-03-06 04:08:32,spring,2013,10,KRIW,1362542912,KRIW20130306_040922_V06.gz
2013-03-06,2013-03-07 04:09:46,spring,2013,10,KRIW,1362629386,KRIW20130307_040704_V06.gz
2013-03-07,2013-03-08 04:10:59,spring,2013,10,KRIW,1362715859,KRIW20130308_040925_V06.gz
2013-03-08,2013-03-09 04:12:12,spring,2013,10,KRIW,1362802332,KRIW20130309_041651_V06.gz
2013-03-09,2013-03-10 04:13:25,spring,2013,10,KRIW,1362888805,KRIW20130310_041439_V06.gz
2013-03-10,2013-03-11 04:14:38,spring,2013,10,KRIW,1362975278,KRIW20130311_041233_V06.gz
2013-03-11,2013-03-12 04:15:51,spring,2013,10,KRIW,1363061751,KRIW20130312_041539_V06.gz
2013-03-12,2013-03-13 04:17:03,spring,2013,11,KRIW,1363148223,KRIW20130313_041721_V06.gz
2013-03-13,2013-03-14 04:18:15,spring,2013,11,KRIW,1363234695,KRIW20130314_041442_V06.gz
2013-03-14,2013-03-15 04:19:27,spring,2013,11,KRIW,1363321167,KRIW20130315_042139_V06.gz
2013-03-15,2013-03-16 04:20:39,spring,2013,11,KRIW,1363407639,KRIW20130316_042430_V06.gz
2013-03-16,2013-03-17 04:21:50,spring,2013,11,KRIW,1363494110,KRIW20130317_042313_V06.gz
2013-03-17,2013-03-18 04:23:02,spring,2013,11,KRIW,1363580582,KRIW20130318_041835_V06.gz
2013-03-18,2013-03-19 04:24:13,spring,2013,11,KRIW,1363667053,KRIW20130319_042717_V06.gz
2013-03-19,2013-03-20 04:25:24,spring,2013,12,KRIW,1363753524,KRIW20130320_042425_V06.gz
2013-03-20,2013-03-21 04:26:35,spring,2013,12,KRIW,1363839995,
2013-03-21,2013-03-22 04:27:46,spring,2013,12,KRIW,1363926466,KRIW20130322_042954_V06.gz
2013-03-22,2013-03-23 04:28:56,spring,2013,12,KRIW,1364012936,KRIW20130323_042719_V06.gz
2013-03-23,2013-03-24 04:30:07,spring,2013,12,KRIW,1364099407,KRIW20130324_042636_V06.gz
2013-03-24,2013-03-25 04:31:17,spring,2013,12,KRIW,1364185877,KRIW20130325_043529_V06.gz
2013-03-25,2013-03-26 04:32:28,spring,2013,12,KRIW,1364272348,KRIW20130326_043453_V06.gz
2013-03-26,2013-03-27 04:33:38,spring,2013,13,KRIW,1364358818,KRIW20130327_043041_V06.gz
2013-03-27,2013-03-28 04:34:48,spring,2013,13,KRIW,1364445288,KRIW20130328_043305_V06.gz
2013-03-28,2013-03-29 04:35:58,spring,2013,13,KRIW,1364531758,
2013-03-29,2013-03-30 04:37:08,spring,2013,13,KRIW,1364618228,KRIW20130330_043512_V06.gz
2013-03-30,2013-03-31 04:38:18,spring,2013,13,KRIW,1364704698,KRIW20130331_044042_V06.gz
2013-03-31,2013-04-01 04:39:28,spring,2013,13,KRIW,1364791168,KRIW20130401_044018_V06.gz
2013-04-01,2013-04-02 04:40:38,spring,2013,13,KRIW,1364877638,KRIW20130402_044015_V06.gz
2013-04-02,2013-04-03 04:41:48,spring,2013,14,KRIW,1364964108,KRIW20130403_043847_V06.gz
2013-04-03,2013-04-04 04:42:58,spring,2013,14,KRIW,1365050578,KRIW20130404_044335_V06.gz
2013-04-04,2013-04-05 04:44:07,spring,2013,14,KRIW,1365137047,KRIW20130405_044810_V06.gz
2013-04-05,2013-04-06 04:45:17,spring,2013,14,KRIW,1365223517,KRIW20130406_044213_V06.gz
2013-04-06,2013-04-07 04:46:27,spring,2013,14,KRIW,1365309987,KRIW20130407_044608_V06.gz
2013-04-07,2013-04-08 04:47:37,spring,2013,14,KRIW,1365396457,KRIW20130408_044719_V06.gz
2013-04-08,2013-04-09 04:48:47,spring,2013,14,KRIW,1365482927,KRIW20130409_044717_V06.gz
2013-04-09,2013-04-10 04:49:56,spring,2013,15,KRIW,1365569396,KRIW20130410_045428_V06.gz
2013-04-10,2013-04-11 04:51:06,spring,2013,15,KRIW,1365655866,KRIW20130411_044625_V06.gz
2013-04-11,2013-04-12 04:52:16,spring,2013,15,KRIW,1365742336,KRIW20130412_045344_V06.gz
2013-04-12,2013-04-13 04:53:26,spring,2013,15,KRIW,1365828806,KRIW20130413_044900_V06.gz
2013-04-13,2013-04-14 04:54:36,spring,2013,15,KRIW,1365915276,KRIW20130414_045350_V06.gz
2013-04-14,2013-04-15 04:55:45,spring,2013,15,KRIW,1366001745,KRIW20130415_045957_V06.gz
2013-04-15,2013-04-16 04:56:55,spring,2013,15,KRIW,1366088215,KRIW20130416_050142_V06.gz
2013-04-16,2013-04-17 04:58:05,spring,2013,16,KRIW,1366174685,KRIW20130417_045357_V06.gz
2013-04-17,2013-04-18 04:59:15,spring,2013,16,KRIW,1366261155,KRIW20130418_045550_V06.gz
2013-04-18,2013-04-19 05:00:25,spring,2013,16,KRIW,1366347625,KRIW20130419_045724_V06.gz
2013-04-19,2013-04-20 05:01:34,spring,2013,16,KRIW,1366434094,KRIW20130420_045836_V06.gz
2013-04-20,2013-04-21 05:02:44,spring,2013,16,KRIW,1366520564,KRIW20130421_050623_V06.gz
2013-04-21,2013-04-22 05:03:54,spring,2013,16,KRIW,1366607034,KRIW20130422_050409_V06.gz
2013-04-22,2013-04-23 05:05:03,spring,2013,16,KRIW,1366693503,KRIW20130423_050537_V06.gz
2013-04-23,2013-04-24 05:06:13,spring,2013,17,KRIW,1366779973,KRIW20130424_050231_V06.gz
2013-04-24,2013-04-25 05:07:23,spring,2013,17,KRIW,1366866443,KRIW20130425_050326_V06.gz
2013-04-25,2013-04-26 05:08:32,spring,2013,17,KRIW,1366952912,KRIW20130426_050431_V06.gz
2013-04-26,2013-04-27 05:09:42,spring,2013,17,KRIW,1367039382,KRIW20130427_051428_V06.gz
2013-04-27,2013-04-28 05:10:51,spring,2013,17,KRIW,1367125851,KRIW20130428_051415_V06.gz
2013-04-28,2013-04-29 05:12:00,spring,2013,17,KRIW,1367212320,KRIW20130429_051409_V06.gz
2013-04-29,2013-04-30 05:13:09,spring,2013,17,KRIW,1367298789,KRIW20130430_051424_V06.gz
2013-04-30,2013-05-01 05:14:18,spring,2013,18,KRIW,1367385258,KRIW20130501_051530_V06.gz
2013-05-01,2013-05-02 05:15:27,spring,2013,18,KRIW,1367471727,KRIW20130502_051436_V06.gz
2013-05-02,2013-05-03 05:16:36,spring,2013,18,KRIW,1367558196,KRIW20130503_051545_V06.gz
2013-05-03,2013-05-04 05:17:44,spring,2013,18,KRIW,1367644664,KRIW20130504_051645_V06.gz
2013-05-04,2013-05-05 05:18:52,spring,2013,18,KRIW,1367731132,KRIW20130505_052031_V06.gz
2013-05-05,2013-05-06 05:20:00,spring,2013,18,KRIW,1367817600,KRIW20130506_051529_V06.gz
2013-05-06,2013-05-07 05:21:08,spring,2013,18,KRIW,1367904068,KRIW20130507_051649_V06.gz
2013-05-07,2013-05-08 05:22:15,spring,2013,19,KRIW,1367990535,KRIW20130508_051816_V06.gz
2013-05-08,2013-05-09 05:23:22,spring,2013,19,KRIW,1368077002,KRIW20130509_052315_V06.gz
2013-05-09,2013-05-10 05:24:28,spring,2013,19,KRIW,1368163468,KRIW20130510_052407_V06.gz
2013-05-10,2013-05-11 05:25:35,spring,2013,19,KRIW,1368249935,KRIW20130511_052444_V06.gz
2013-05-11,2013-05-12 05:26:40,spring,2013,19,KRIW,1368336400,KRIW20130512_053032_V06.gz
2013-05-12,2013-05-13 05:27:46,spring,2013,19,KRIW,1368422866,KRIW20130513_053014_V06.gz
2013-05-13,2013-05-14 05:28:50,spring,2013,19,KRIW,1368509330,KRIW20130514_052947_V06.gz
2013-05-14,2013-05-15 05:29:55,spring,2013,20,KRIW,1368595795,KRIW20130515_052904_V06.gz
2013-05-15,2013-05-16 05:30:58,spring,2013,20,KRIW,1368682258,KRIW20130516_053207_V06.gz
2013-05-16,2013-05-17 05:32:01,spring,2013,20,KRIW,1368768721,KRIW20130517_053033_V06.gz
2013-05-17,2013-05-18 05:33:04,spring,2013,20,KRIW,1368855184,KRIW20130518_053705_V06.gz
2013-05-18,2013-05-19 05:34:06,spring,2013,20,KRIW,1368941646,KRIW20130519_053344_V06.gz
2013-05-19,2013-05-20 05:35:07,spring,2013,20,KRIW,1369028107,KRIW20130520_053355_V06.gz
2013-05-20,2013-05-21 05:36:07,spring,2013,20,KRIW,1369114567,KRIW20130521_053622_V06.gz
2013-05-21,2013-05-22 05:37:06,spring,2013,21,KRIW,1369201026,KRIW20130522_053641_V06.gz
2013-05-22,2013-05-23 05:38:05,spring,2013,21,KRIW,1369287485,KRIW20130523_053707_V06.gz
2013-05-23,2013-05-24 05:39:02,spring,2013,21,KRIW,1369373942,KRIW20130524_053936_V06.gz
2013-05-24,2013-05-25 05:39:59,spring,2013,21,KRIW,1369460399,KRIW20130525_054128_V06.gz
2013-05-25,2013-05-26 05:40:55,spring,2013,21,KRIW,1369546855,KRIW20130526_054215_V06.gz
2013-05-26,2013-05-27 05:41:49,spring,2013,21,KRIW,1369633309,KRIW20130527_054321_V06.gz
2013-05-27,2013-05-28 05:42:43,spring,2013,21,KRIW,1369719763,KRIW20130528_054111_V06.gz
2013-05-28,2013-05-29 05:43:35,spring,2013,22,KRIW,1369806215,KRIW20130529_054418_V06.gz
2013-05-29,2013-05-30 05:44:26,spring,2013,22,KRIW,1369892666,KRIW20130530_054407_V06.gz
2013-05-30,2013-05-31 05:45:16,spring,2013,22,KRIW,1369979116,KRIW20130531_054706_V06.gz
2013-05-31,2013-06-01 05:46:05,spring,2013,22,KRIW,1370065565,KRIW20130601_054521_V06.gz
2013-06-01,2013-06-02 05:46:52,spring,2013,22,KRIW,1370152012,KRIW20130602_054754_V06.gz
2013-06-02,2013-06-03 05:47:38,spring,2013,22,KRIW,1370238458,KRIW20130603_054814_V06.gz
2013-06-03,2013-06-04 05:48:23,spring,2013,22,KRIW,1370324903,KRIW20130604_054757_V06.gz
2013-06-04,2013-06-05 05:49:06,spring,2013,23,KRIW,1370411346,KRIW20130605_054737_V06.gz
2013-06-05,2013-06-06 05:49:48,spring,2013,23,KRIW,1370497788,KRIW20130606_054802_V06.gz
2013-06-06,2013-06-07 05:50:28,spring,2013,23,KRIW,1370584228,KRIW20130607_054822_V06.gz
2013-06-07,2013-06-08 05:51:06,spring,2013,23,KRIW,1370670666,KRIW20130608_055014_V06.gz
2013-06-08,2013-06-09 05:51:43,spring,2013,23,KRIW,1370757103,KRIW20130609_055313_V06.gz
2013-06-09,2013-06-10 05:52:18,spring,2013,23,KRIW,1370843538,KRIW20130610_055627_V06.gz
2013-06-10,2013-06-11 05:52:52,spring,2013,23,KRIW,1370929972,KRIW20130611_055337_V06.gz
2013-06-11,2013-06-12 05:53:23,spring,2013,24,KRIW,1371016403,KRIW20130612_055055_V06.gz
2013-06-12,2013-06-13 05:53:53,spring,2013,24,KRIW,1371102833,KRIW20130613_055430_V06.gz
2013-06-13,2013-06-14 05:54:21,spring,2013,24,KRIW,1371189261,KRIW20130614_055550_V06.gz
2013-06-14,2013-06-15 05:54:47,spring,2013,24,KRIW,1371275687,
2013-06-15,2013-06-16 05:55:11,spring,2013,24,KRIW,1371362111,
2014-03-01,2014-03-02 04:03:15,spring,2014,9,KRIW,1393732995,KRIW20140302_040252_V06.gz
2014-03-02,2014-03-03 04:04:30,spring,2014,9,KRIW,1393819470,KRIW20140303_040444_V06.gz
2014-03-03,2014-03-04 04:05:45,spring,2014,9,KRIW,1393905945,KRIW20140304_040459_V06.gz
2014-03-04,2014-03-05 04:06:59,spring,2014,9,KRIW,1393992419,KRIW20140305_040406_V06.gz
2014-03-05,2014-03-06 04:08:14,spring,2014,10,KRIW,1394078894,KRIW20140306_041258_V06.gz
2014-03-06,2014-03-07 04:09:27,spring,2014,10,KRIW,1394165367,KRIW20140307_041157_V06.gz
2014-03-07,2014-03-08 04:10:41,spring,2014,10,KRIW,1394251841,KRIW20140308_041030_V06.gz
2014-03-08,2014-03-09 04:11:54,spring,2014,10,KRIW,1394338314,KRIW20140309_041312_V06.gz
2014-03-09,2014-03-10 04:13:08,spring,2014,10,KRIW,1394424788,KRIW20140310_041149_V06.gz
2014-03-10,2014-03-11 04:14:20,spring,2014,10,KRIW,1394511260,KRIW20140311_041020_V06.gz
2014-03-11,2014-03-12 04:15:33,spring,2014,10,KRIW,1394597733,KRIW20140312_041938_V06.gz
2014-03-12,2014-03-13 04:16:45,spring,2014,11,KRIW,1394684205,KRIW20140313_041922_V06.gz
2014-03-13,2014-03-14 04:17:58,spring,2014,11,KRIW,1394770678,KRIW20140314_042108_V06.gz
2014-03-14,2014-03-15 04:19:10,spring,2014,11,KRIW,1394857150,KRIW20140315_042028_V06.gz
2014-03-15,2014-03-16 04:20:21,spring,2014,11,KRIW,1394943621,KRIW20140316_042354_V06.gz
2014-03-16,2014-03-17 04:21:33,spring,2014,11,KRIW,1395030093,KRIW20140317_042255_V06.gz
2014-03-17,2014-03-18 04:22:44,spring,2014,11,KRIW,1395116564,KRIW20140318_042037_V06.gz
2014-03-18,2014-03-19 04:23:56,spring,2014,11,KRIW,1395203036,KRIW20140319_042433_V06.gz
2014-03-19,2014-03-20 04:25:07,spring,2014,12,KRIW,1395289507,KRIW20140320_042252_V06.gz
2014-03-20,2014-03-21 04:26:18,spring,2014,12,KRIW,1395375978,KRIW20140321_042129_V06.gz
2014-03-21,2014-03-22 04:27:28,spring,2014,12,KRIW,1395462448,KRIW20140322_042424_V06.gz
2014-03-22,2014-03-23 04:28:39,spring,2014,12,KRIW,1395548919,KRIW20140323_042457_V06.gz
2014-03-23,2014-03-24 04:29:50,spring,2014,12,KRIW,1395635390,KRIW20140324_043043_V06.gz
2014-03-24,2014-03-25 04:31:00,spring,2014,12,KRIW,1395721860,
2014-03-25,2014-03-26 04:32:11,spring,2014,12,KRIW,1395808331,
2014-03-26,2014-03-27 04:33:21,spring,2014,13,KRIW,1395894801,KRIW20140327_043211_V06.gz
2014-03-27,2014-03-28 04:34:31,spring,2014,13,KRIW,1395981271,KRIW20140328_043430_V06.gz
2014-03-28,2014-03-29 04:35:41,spring,2014,13,KRIW,1396067741,KRIW20140329_043119_V06.gz
2014-03-29,2014-03-30 04:36:51,spring,2014,13,KRIW,1396154211,KRIW20140330_043704_V06.gz
2014-03-30,2014-03-31 04:38:01,spring,2014,13,KRIW,1396240681,KRIW20140331_043618_V06.gz
2014-03-31,2014-04-01 04:39:11,spring,2014,13,KRIW,1396327151,KRIW20140401_044314_V06.gz
2014-04-01,2014-04-02 04:40:21,spring,2014,13,KRIW,1396413621,KRIW20140402_043911_V06.gz
2014-04-02,2014-04-03 04:41:31,spring,2014,14,KRIW,1396500091,KRIW20140403_044115_V06.gz
2014-04-03,2014-04-04 04:42:41,spring,2014,14,KRIW,1396586561,KRIW20140404_044720_V06.gz
2014-04-04,2014-04-05 04:43:50,spring,2014,14,KRIW,1396673030,KRIW20140405_044737_V06.gz
2014-04-05,2014-04-06 04:45:00,spring,2014,14,KRIW,1396759500,KRIW20140406_044226_V06.gz
2014-04-06,2014-04-07 04:46:10,spring,2014,14,KRIW,1396845970,KRIW20140407_044716_V06.gz
2014-04-07,2014-04-08 04:47:20,spring,2014,14,KRIW,1396932440,KRIW20140408_044607_V06.gz
2014-04-08,2014-04-09 04:48:30,spring,2014,14,KRIW,1397018910,KRIW20140409_044459_V06.gz
2014-04-09,2014-04-10 04:49:39,spring,2014,15,KRIW,1397105379,KRIW20140410_044822_V06.gz
2014-04-10,2014-04-11 04:50:49,spring,2014,15,KRIW,1397191849,KRIW20140411_044812_V06.gz
2014-04-11,2014-04-12 04:51:59,spring,2014,15,KRIW,1397278319,KRIW20140412_045619_V06.gz
2014-04-12,2014-04-13 04:53:09,spring,2014,15,KRIW,1397364789,KRIW20140413_045327_V06.gz
2014-04-13,2014-04-14 04:54:18,spring,2014,15,KRIW,1397451258,KRIW20140414_044939_V06.gz
2014-04-14,2014-04-15 04:55:28,spring,2014,15,KRIW,1397537728,KRIW20140415_045952_V06.gz
2014-04-15,2014-04-16 04:56:38,spring,2014,15,KRIW,1397624198,KRIW20140416_045513_V06.gz
